published_at,cleaned_text,sentiment_score,sentiment,topic
2024-12-10T23:22:19Z,new dhl backed school logistics trade africatown aim unlock global career commerce opportunity historically disadvantaged community pollee rose allen school logistics trade established nonprofit embracing past empower future inc support dhl global sustainability program goteach mobile al mobile al december xx 2024 embracing past empower future inc nonprofit founded cnbc senior editor guest global supply chain reporter lori ann larocco partnered 7576 char supply chain logistics,0.4404,positive,supply chain logistics
2024-11-24T04:27:46Z,india food processing industry spur fmcg fresher job hiring rising 32 h2fy24 report add key product segment like dairy rte ready eat food frozen meat snack creating job role supply chain market research food processing industry expected double size 2025 26 drive hiring fmcg fast moving consumer good sector second half 2024 witnessed sharp rise 2196 char supply chain logistics,0.8442,positive,supply chain logistics
2024-12-17T15:20:01Z,germany auto giant already reeling trump want turn american company president elect donald trump pledge impose blanket tariff good coming u could wreak havoc european carmaker germany crisis stricken automotive sector thought particularly vulnerable president elect donald trump pledge impose blanket tariff good coming u could wreak havoc european carmaker germany crisis stricken automotive sector thought 5131 char supply chain logistics,-0.9722,negative,supply chain logistics
2024-12-03T15:28:53Z,digikey debut supply chain transformed season 3 thief river fall minn dec 03 2024 globe newswire digikey leading global commerce distributor offering largest selection technical component automation product stock immediate shipment announced release season 3 author article digikey launch season 3 supply chain transformed video series feature innovative new technology accelerating supply chain progress gnw article content thi 8899 char supply chain logistics,0.3182,positive,supply chain logistics
2024-12-19T00:29:22Z,castlery made luxury living attainable castlery furniture brand whose goal create well built beautifully designed item affordable home small space sloane dresser bedside table haylen mirror castlery zouxinhui castlery online furniture brand found necessity four friend experienced painful process shoppin 8621 char supply chain logistics,0.802,positive,supply chain logistics
2024-12-19T18:52:41Z,middle mile tech company warp unveil new logistics technology nrf 2025 los angeles ca dec 19 2024 globe newswire los angeles ca warp tech driven leader middle mile logistics showcase groundbreaking supply chain innovation nrf 25 retail big show taking place new york january 12 14 2025 war author article article content los angeles ca dec 19 2024 globe newswire los angeles ca warp tech driven leader middle mile logistics showcase groundbreaking supply c 6537 char supply chain logistics,-0.3182,negative,supply chain logistics
2024-12-05T14:00:00Z,manage career industry contracting discover leader navigate industry contraction build resilience strategically adapt shifting market sustained growth opportunity face contraction remember career confined fortune single industryits shaped ability learn adapt seize opportunity change cr 8227 char supply chain logistics,0.8591,positive,supply chain logistics
2024-12-17T15:00:00Z,shiplify recognized 2024 top software technology solution award atlanta dec 17 2024 globe newswire shiplify leading accessorial revenue identifier carrier shipper third party logistics 3pl provider today announced company recognition recipient 2024 top software technology atlanta dec 17 2024 globe newswire shiplify leading accessorial revenue identifier carrier shipper third party logistics 3pl provider today announced company recogni 3094 char supply chain logistics,0.9153,positive,supply chain logistics
2024-12-17T15:00:00Z,autoscheduler ai named 2024 top tech startup food logistics supply demand chain executive autoscheduler ai named recipient 2024 top tech startup award food logistics supply demand chain executive magazine austin texas dec 17 2024 globe newswire autoscheduler ai innovative warehouse orchestration platform wms accelerator announces company named recipient 2024 top 2884 char supply chain logistics,0.8316,positive,supply chain logistics
2024-11-29T22:23:08Z,ai revolution fashion genus shaping digital future design genus shaking fashion design wholesale process ai cutting waste accelerating workflow pushing industry closer sustainability goal topshot model walk runway welcome amazing mostro show presented puma new york fashion week park avenue armory new york city february 8 2024 photo 12526 char supply chain logistics,0.4215,positive,supply chain logistics
